  Dados detalhados das AIH - por local internação - Pernambuco
Valor aprovado por Procedimento e Ano/mês atendimento
Período:Jan/2008-Mar/2021
"Procedimento";"1995/Ago";"1999/Ago";"2000/Jan";"2000/Set";"2001/Jan";"2002/Mar";"2003/Jan";"2005/Mai";"2006/Set";"2006/Dez";"2007/Jan";"2007/Fev";"2007/Abr";"2007/Jun";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"Total"
"0201010267 BIOPSIA DE LESAO DE PARTES MOLES (POR AGULHA / CEU ABERTO)";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;274,47;274,47;91,49;-;91,49;91,49;-;-;114,36;447,09;-;220,93;800,52;331,36;686,16;1029,24;114,36;228,72;228,72;-;114,36;228,72;228,72;343,08;204,38;228,72;228,72;-;428,72;114,36;321,12;228,72;228,72;114,36;457,44;343,08;473,61;573,40;114,36;228,72;457,44;457,44;-;-;114,36;98,66;444,78;114,36;-;101,95;114,36;228,72;564,01;571,80;564,01;114,36;-;343,08;-;343,08;228,72;114,36;228,72;228,72;457,44;228,72;313,26;228,72;556,35;457,44;343,08;1257,96;545,29;228,72;667,93;686,16;1379,10;343,08;114,36;343,08;436,40;558,10;686,16;686,16;571,80;557,76;882,74;228,72;800,52;800,52;1190,51;534,64;1129,37;1136,06;702,47;1684,96;1005,96;1966,55;1919,55;1709,74;2821,62;1791,11;1577,94;1372,32;1812,78;898,56;1589,32;2497,43;2187,59;2438,25;829,10;3414,35;2401,56;2179,76;1035,88;1515,26;562,38;102,08;600,38;1022,21;1252,54;761,29;575,34;1015,51;692,21;1036,16;816,65;114,36;546,93;854,73;1013,94;1645,85;2069,50;1165,99;1284,79;1221,38;1256,43;975,59;1199,15;2129,21;1442,38;1048,72;1720,94;827,98;603,17;2380,64;2265,59;2464,84;1596,55;2763,81;2712,27;1639,46;2178,84;1642,16;1538,25;124103,52
"0201010275 BIOPSIA DE MEDULA OSSEA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;74,04;-;-;-;-;37,02;-;177,68;192,50;310,96;222,12;490,52;359,10;370,22;185,12;694,20;231,40;323,96;416,52;740,48;462,80;323,96;231,40;231,40;462,80;92,56;138,84;231,40;509,08;277,68;185,12;370,24;647,92;240,65;431,40;646,28;800,00;-;600,00;-;2000,00;2200,00;1800,00;400,00;1400,00;1000,00;1000,00;400,00;3000,00;1600,00;2600,00;400,00;2400,00;1200,00;3000,00;800,00;2200,00;1200,00;2200,00;2000,00;1800,00;2000,00;1200,00;1600,00;2000,00;1800,00;1000,00;400,00;1000,00;1400,00;2200,00;1991,78;997,24;1400,00;400,00;1200,00;1791,38;2200,00;1000,00;1400,00;2797,24;800,00;2850,00;1600,00;2600,00;2000,00;1400,00;2200,00;2996,00;1800,00;3400,00;3600,00;2100,00;1000,00;3000,00;2200,00;1800,00;597,24;1400,00;1000,00;800,00;2000,00;2000,00;2596,45;2598,34;1600,00;2989,55;2394,73;1650,00;850,00;600,00;2196,00;800,00;600,00;1200,00;1439,99;839,99;1600,00;1000,00;1400,00;1200,00;1200,00;1000,00;-;1200,00;800,00;1639,99;200,00;996,00;1200,00;1600,00;2400,00;2900,00;600,00;1600,00;2600,00;1600,00;400,00;1000,00;1800,00;1600,00;-;2000,00;2200,00;2000,00;800,00;1000,00;1600,00;1800,00;1200,00;1200,00;400,00;800,00;1200,00;1600,00;600,00;1000,00;1200,00;1400,00;1000,00;800,00;400,00;1186,22;198507,51
"0201010283 BIOPSIA DE MUSCULO (A CEU ABERTO)";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35,92;-;21,99;-;-;-;21,99;-;-;18,33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22,91;18,33;-;-;-;-;18,33;-;-;-;-;18,33;-;-;-;18,33;-;-;-;18,33;-;-;-;18,33;-;18,33;-;-;-;-;-;18,33;18,33;18,33;-;-;-;-;-;-;-;-;18,33;-;-;-;-;-;18,33;-;18,33;-;-;-;18,33;18,33;-;-;-;-;18,33;-;-;18,33;18,33;-;-;-;-;-;-;-;-;-;18,33;18,33;54,99;73,32;-;-;-;18,33;36,66;36,66;91,65;54,99;-;-;-;109,98;109,98;36,66;-;73,32;91,65;54,99;91,65;186,96;164,97;18,33;73,32;91,65;91,65;73,32;54,99;-;128,31;109,98;54,99;-;-;-;36,66;-;-;-;-;-;36,66;36,66;18,33;54,99;36,66;-;-;18,33;2709,33
"0201010305 BIOPSIA DE OSSO / CARTILAGEM DA CINTURA ESCAPULAR (POR AGULHA / CEU ABERTO)";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;292,38;146,19;292,38;146,19;146,19;-;146,19;141,47;433,85;433,85;-;548,25;-;554,44;182,75;182,75;182,75;548,25;182,75;182,75;548,25;-;365,50;182,75;365,50;365,50;731,00;-;-;-;731,00;-;182,75;182,75;182,75;365,50;182,75;182,75;176,89;-;359,64;548,25;-;365,50;-;365,50;182,75;-;-;182,75;731,00;-;182,75;-;182,75;365,50;182,75;365,50;182,75;-;182,75;-;182,75;182,75;-;176,89;731,00;182,75;365,50;182,75;182,75;365,50;-;731,00;548,25;-;182,75;365,50;548,25;-;358,90;548,25;548,25;913,75;365,50;548,25;548,25;182,75;-;548,25;548,25;725,14;913,75;-;548,25;-;-;182,75;-;365,50;365,50;548,25;365,50;913,75;182,75;731,00;1096,50;176,89;182,75;-;182,75;-;365,50;894,75;182,75;182,75;365,50;-;-;-;-;182,75;-;-;548,25;548,25;182,75;176,15;548,25;182,75;-;365,50;-;182,75;182,75;365,50;347,28;-;-;-;-;-;-;-;-;176,15;171,27;182,75;365,50;-;182,75;-;-;-;171,27;-;-;176,89;548,25;39167,99
"0201010313 BIOPSIA DE OSSO / CARTILAGEM DA CINTURA PELVICA (POR AGULHA / CEU ABERTO)";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;146,71;146,71;417,30;870,38;283,54;567,08;1026,97;582,10;586,84;582,10;435,39;1415,61;1798,40;727,66;916,95;1269,77;1100,34;366,78;366,78;550,17;1283,73;550,17;183,39;733,56;360,88;916,95;366,78;183,39;916,95;544,27;550,17;550,17;1450,82;906,55;1283,73;916,95;2017,29;2017,29;183,39;1640,11;1833,90;1816,46;1828,00;1650,51;2183,83;1634,21;1442,69;733,56;1100,34;1828,00;916,95;1254,58;2914,38;1283,73;183,39;183,39;1075,98;872,08;1283,73;1650,51;733,56;733,56;360,14;1100,34;533,32;1828,00;1419,18;1467,12;1638,71;2336,10;2177,93;1467,12;2750,85;2928,34;1088,80;733,56;1269,77;550,17;733,56;733,56;733,56;1100,34;733,56;733,56;550,17;366,78;366,78;550,17;1100,34;911,05;550,17;558,85;183,39;1833,90;1650,51;1277,09;908,72;366,78;881,67;541,94;726,92;911,05;723,16;550,17;550,17;366,78;733,56;183,39;1467,12;366,78;733,56;-;1258,09;543,53;366,78;183,39;897,95;1283,73;366,78;733,56;707,92;550,17;-;531,17;910,31;896,92;916,95;366,78;916,95;366,78;916,95;366,78;733,56;1283,73;366,78;1100,34;1258,83;714,56;366,78;347,78;1069,80;1455,58;523,31;366,78;366,78;528,06;516,67;663,85;525,35;183,39;536,29;706,40;550,17;1255,89;351,46;709,83;366,78;911,05;176,75;878,85;713,64;141790,55
"0201010321 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO INFERIOR (POR AGULHA / CEU ABERTO)";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;151,02;302,04;604,08;1126,64;1306,36;3092,93;2372,44;2793,38;2084,67;2994,93;2229,21;1490,32;2735,02;3264,57;1881,59;2070,37;1321,46;2065,63;2454,14;2069,59;3020,48;2454,14;1887,80;2611,71;3586,82;3568,19;1315,25;2265,36;1668,85;3366,31;2831,70;3937,08;3363,72;1132,68;3763,16;2235,08;2032,76;2265,36;2443,19;1699,02;2831,70;2831,70;1692,81;3574,40;2642,92;2824,71;1887,80;2076,58;1692,81;2076,58;2638,14;1321,46;942,37;1321,46;1132,68;1510,24;2265,36;1868,65;2835,88;2060,44;2622,00;2265,36;755,12;1692,03;1699,02;3360,44;2630,50;2988,02;2617,56;2825,49;2265,36;2265,36;2825,49;3014,27;3586,82;3358,08;3185,95;1887,80;2642,92;2642,92;1673,49;2259,15;4902,07;2999,65;2636,71;5279,63;3150,15;2454,14;2076,58;2831,70;4895,86;2454,14;2076,58;2076,58;4329,78;2454,14;2635,93;1510,24;3586,82;755,12;3326,47;3431,34;2636,71;2784,89;2601,95;1503,25;2630,50;3203,05;2433,44;1699,02;2615,79;1853,09;2793,33;2980,48;1321,46;2029,59;2057,61;2258,37;1124,01;1321,46;2810,73;1684,40;2447,15;4318,81;2823,03;2316,86;2239,40;4124,49;3155,28;3586,82;6013,97;3202,27;3566,82;2445,47;2258,37;3586,82;1736,77;1867,80;1503,25;3177,10;2437,24;4068,99;3501,84;2026,12;2777,28;3663,55;1684,40;2138,82;1278,54;1835,18;2042,60;1650,72;1491,09;2718,42;726,40;3103,55;2576,46;1667,71;899,58;2406,18;2736,98;2214,75;395174,53
"0201010330 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO SUPERIOR (POR AGULHA / CEU ABERTO)";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;150,61;150,61;602,44;1024,99;592,68;1024,99;739,01;1030,87;1048,99;1177,89;442,47;1112,65;1111,36;564,78;1317,82;1688,52;941,30;941,30;753,04;2073,66;2070,86;1882,60;376,52;564,78;1317,82;753,04;753,04;753,04;2435,74;564,78;1671,06;1307,54;736,40;564,78;753,04;1317,82;1129,56;941,30;1317,82;1506,08;1466,01;1129,56;558,96;1694,34;2070,86;1500,26;941,30;1661,29;935,48;753,04;1506,08;753,04;941,30;753,04;564,78;1882,60;376,52;2070,86;1317,82;564,78;753,04;1694,34;1110,56;941,30;564,78;746,48;564,78;564,78;376,52;2630,09;1317,82;2070,86;1882,60;1506,08;2437,10;376,52;1129,56;1317,82;753,04;1882,60;1694,34;941,30;2823,90;1694,34;1506,08;1506,08;1317,82;2065,04;1492,29;1129,56;1317,82;753,04;1129,56;941,30;1506,08;941,30;376,52;1317,82;376,52;941,30;1317,82;1694,34;753,04;1071,12;1317,82;-;1312,00;1694,34;1129,56;564,78;1304,11;1129,56;1506,08;1882,60;1506,08;1317,82;1317,82;753,04;564,78;753,04;744,91;376,52;1882,60;941,30;1506,08;1107,64;1882,60;941,30;1317,82;2259,12;2070,86;941,30;1694,34;1123,00;1317,82;1129,56;941,30;1317,82;746,48;740,66;1656,70;1298,29;1293,30;376,52;558,22;744,91;1973,95;1045,93;340,89;-;225,91;721,66;376,52;564,78;365,12;921,62;553,38;738,35;188,26;1281,30;564,78;178705,37
"0201010372 BIOPSIA DE PELE E PARTES MOLES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41,32;20,66;-;24,79;-;-;41,32;-;20,66;168,39;417,34;325,42;185,97;129,15;134,31;325,44;180,81;237,63;237,63;180,81;82,65;180,81;103,32;103,32;165,30;30,99;154,98;185,97;77,49;273,78;108,48;129,15;154,98;180,81;273,78;113,64;113,64;108,48;176,91;222,12;211,80;563,04;625,05;588,90;77,49;315,12;904,05;439,11;594,09;650,91;681,90;924,69;439,11;1069,35;1224,33;904,02;671,55;712,89;888,54;1105,50;490,77;924,69;1007,37;1290,18;1818,37;2968,82;7422,68;6319,87;8289,09;8309,81;8455,65;7953,32;6811,84;7856,51;6947,45;6855,68;6443,72;6539,26;6643,82;8025,57;8148,26;7895,14;6488,92;6417,89;5552,70;6101,53;5791,62;8019,13;6333,94;7496,15;7057,07;8361,35;8406,49;8432,34;7604,56;8380,61;5204,06;6527,60;6185,42;8258,12;8176,72;8471,44;10221,08;8916,70;10445,63;9265,36;8290,37;8568,12;6811,92;9922,78;8508,78;9885,38;9659,43;10744,15;10466,46;9723,82;11267,14;8961,99;10201,71;8794,19;7624,17;10066,18;8690,81;7761,07;8471,25;9194,52;8316,35;8263,27;10511,54;8484,12;9898,12;8224,61;9123,42;10510,26;8981,31;9194,43;10221,06;14661,91;12274,21;13346,03;12054,74;9026,38;11028,16;11930,77;9782,01;11447,77;8677,85;8987,77;4300,09;6009,80;6443,72;8135,33;9646,26;8082,35;9154,29;9000,64;7986,92;7909,45;4500,49;1673,73;820141,39
"0201010380 BIOPSIA DE PENIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14,66;-;-;-;14,66;14,66;32,99;-;-;-;-;-;-;18,33;-;18,33;-;-;-;-;18,33;-;18,33;-;27,49;-;-;18,33;36,66;-;36,66;-;-;18,33;18,33;-;18,33;-;-;18,33;-;-;18,33;36,66;-;-;-;-;18,33;18,33;-;-;18,33;-;-;-;-;18,33;-;18,33;-;-;18,33;-;18,33;-;18,33;22,91;18,33;-;27,49;22,91;54,98;50,40;36,66;22,91;-;229,12;68,73;375,75;329,94;27,49;-;50,40;-;18,33;54,99;27,49;-;18,33;18,33;-;45,82;36,66;18,33;18,33;-;41,24;36,66;36,66;41,24;18,33;59,57;22,91;41,24;-;-;-;-;96,22;-;-;22,91;36,66;18,33;-;-;54,99;18,33;-;-;274,95;18,33;105,39;-;-;-;-;18,33;-;-;18,33;-;91,65;-;64,15;-;54,99;-;41,24;-;-;-;18,33;22,91;27,49;36,66;-;22,91;41,24;41,24;18,33;-;-;18,33;3619,10
"0201010402 BIOPSIA DE PLEURA (POR ASPIRAÇÃO/AGULHA / PLEUROSCOPIA)";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;104,32;-;-;-;-;-;-;90,94;90,94;90,94;363,76;90,94;-;454,72;341,04;682,08;1472,31;1136,80;909,44;909,44;1364,16;795,76;2046,24;1136,80;1591,52;1250,48;681,63;446,84;1136,80;1250,48;1136,80;1136,80;795,76;337,16;1023,12;795,76;1250,48;454,72;454,72;1136,80;682,08;568,40;454,72;113,68;795,76;1959,31;1136,80;795,76;341,04;924,70;-;113,68;682,08;909,44;227,36;568,40;568,40;454,72;568,40;909,44;567,33;454,72;454,72;1157,11;1837,18;1297,96;909,44;1051,62;1250,48;1796,27;909,44;568,40;909,44;1734,07;1165,30;795,76;1023,12;1514,46;1364,16;1136,80;1601,42;1136,80;2463,96;1278,98;1648,52;341,04;682,08;2046,24;1136,80;2387,30;798,69;1189,06;1337,25;596,90;454,72;966,44;227,36;227,36;-;341,04;402,50;142,18;142,18;319,83;333,64;-;113,68;125,75;142,18;-;650,68;161,86;318,58;-;142,18;-;160,78;163,37;296,12;127,63;-;318,27;830,01;142,18;109,86;562,71;648,15;282,20;259,92;716,80;142,18;2005,79;887,54;1194,13;1302,33;1639,62;1652,55;2001,80;2036,87;2136,46;2416,29;710,17;1644,60;2682,05;2113,33;1269,60;2492,12;1581,51;1972,21;1522,15;753,13;1409,90;1187,17;2569,16;1712,19;1273,58;2138,83;530,41;649,40;823,18;491,46;137049,36
"0201010410 BIOPSIA DE PROSTATA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;92,38;92,38;-;138,57;207,85;993,06;669,75;646,65;323,32;623,55;138,57;115,47;138,57;115,47;323,32;692,82;623,55;946,87;577,35;115,47;785,22;115,47;254,04;92,38;92,38;184,76;646,66;1293,32;831,42;993,08;762,13;531,17;1293,32;346,42;762,13;923,79;831,40;1316,39;392,61;1685,90;2632,77;1431,86;1685,90;1131,64;1085,45;923,80;739,04;3394,92;1270,21;1339,51;646,66;646,66;808,32;300,23;739,03;484,99;1016,18;392,61;572,75;923,80;923,80;923,80;646,66;1501,17;946,88;2355,65;484,99;1685,93;1870,67;1177,84;739,04;1801,39;1801,39;484,99;184,76;508,08;1016,18;646,66;230,95;369,51;92,38;554,28;600,47;1131,64;277,14;277,14;67108,68
"0201010437 BIOPSIA DE RIM POR PUNCAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36,95;-;-;118,24;73,90;-;-;36,95;73,90;118,24;88,68;373,20;315,92;147,80;110,84;563,47;554,24;489,55;517,28;618,89;295,60;471,09;415,67;267,87;452,63;711,27;489,55;508,05;655,86;508,05;295,60;286,37;277,14;101,61;240,18;332,56;166,26;240,18;-;193,99;230,95;203,22;184,76;46,19;101,61;489,59;933,03;711,31;563,51;526,55;378,75;1053,10;332,56;739,00;766,73;665,12;581,97;812,88;526,55;581,97;997,68;415,71;563,51;831,38;674,35;609,70;1053,10;766,73;563,51;545,01;720,54;540,41;988,41;905,26;840,61;729,77;508,09;618,93;286,37;249,41;812,87;1417,93;896,03;891,42;831,37;838,29;660,48;1043,87;946,84;480,36;254,04;586,60;457,26;401,84;424,94;378,75;498,82;461,90;434,17;960,72;591,20;471,13;678,98;674,35;1025,36;1517,30;1427,21;1404,11;1344,06;729,77;1223,95;1498,80;1660,45;1635,09;1223,99;1798,98;1667,38;1360,27;1951,44;2281,69;1337,10;1399,48;1219,36;1404,12;1736,67;1367,16;1120,06;803,66;1642,00;1267,86;1036,91;1182,44;1729,76;2018,40;1535,77;1274,78;2025,33;2311,77;2480,35;2799,02;1732,08;3427,13;2817,49;3494,13;2540,37;3350,97;2575,04;4013,78;2060,00;854,49;588,89;932,97;381,04;935,33;612,01;1639,74;1512,71;1570,46;1200,94;969,99;554,28;-;144285,26
"0201010488 BIOPSIA DE URETER";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36,95;46,19;-;-;-;46,19;101,61;46,19;-;46,19;-;92,38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46,19;46,19;46,19;-;55,42;-;-;-;55,42;-;-;-;-;-;46,19;-;46,19;-;46,19;-;-;-;-;46,19;-;-;-;-;-;-;46,19;-;46,19;46,19;-;-;55,42;-;46,19;-;-;-;-;69,28;-;-;55,42;55,42;55,42;-;-;-;-;55,42;-;-;55,42;55,42;69,28;-;-;-;-;-;46,19;-;92,38;110,84;69,28;193,99;46,19;157,03;55,42;55,42;-;-;110,84;-;57,73;46,19;46,19;-;-;-;-;-;-;-;46,19;-;-;-;-;-;46,19;55,42;-;-;-;-;-;-;55,42;46,19;69,28;-;-;-;-;46,19;-;-;-;-;-;-;-;-;-;-;57,73;-;-;-;-;3071,43
"0201010496 BIOPSIA DE URETRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;73,90;-;-;-;-;-;-;-;36,95;-;-;-;415,71;-;-;92,38;-;46,19;646,66;-;277,14;-;-;92,38;-;-;-;554,28;-;46,19;277,14;323,33;-;-;-;92,38;-;46,19;-;-;-;230,95;-;-;508,09;-;-;-;-;115,46;-;-;-;57,73;57,73;323,30;288,68;230,94;-;-;-;-;-;-;415,71;-;-;-;184,76;57,73;46,19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46,19;-;46,19;46,19;-;-;46,19;-;-;-;-;92,38;-;46,19;-;-;-;46,19;-;-;-;-;-;92,38;-;46,19;-;-;-;-;-;-;-;-;-;-;46,19;-;-;46,19;46,19;-;46,19;-;46,19;-;-;-;-;-;-;-;-;-;46,19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46,19;-;-;6369,51
"0201010500 BIOPSIA/PUNÇÃO DE VAGINA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14,66;-;-;-;-;18,33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18,33;-;-;-;-;-;18,33;21,99;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22,91;-;-;-;-;18,33;-;-;-;-;-;18,33;-;-;18,33;-;-;-;-;-;-;-;-;-;-;18,33;-;-;-;-;-;18,33;-;-;36,66;-;18,33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18,33;18,33;-;18,33;-;-;-;-;-;-;-;-;-;18,33;-;-;-;-;-;-;-;27,49;45,82;-;-;-;-;73,31;-;27,49;-;-;-;-;18,33;18,33;-;-;-;-;-;-;545,28
"0201010518 BIOPSIA/PUNÇÃO DE VULVA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14,66;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18,33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21,99;-;-;-;-;-;-;18,33;18,33;-;-;-;-;-;-;-;-;-;18,33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18,33;-;-;-;-;-;-;-;-;-;-;-;-;-;18,33;-;-;-;-;-;-;-;-;-;18,33;-;18,33;-;-;-;-;-;-;18,33;-;-;-;-;21,99;-;-;-;-;-;-;-;-;18,33;-;-;-;-;-;-;-;-;-;-;18,33;-;-;-;-;18,33;-;-;-;-;-;-;-;18,33;18,33;-;18,33;-;-;-;-;333,59
"0201010526 BIÓPSIA DOS TECIDOS MOLES DA BOCA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17,25;-;-;-;-;-;21,56;-;-;-;-;21,56;-;-;-;-;-;-;-;-;-;80,85;-;-;64,68;-;-;-;21,56;-;-;-;21,56;-;-;-;-;21,56;21,56;43,12;-;-;-;-;-;-;21,56;-;-;-;-;-;-;-;-;-;-;21,56;-;-;-;-;-;-;-;21,56;-;-;-;-;-;-;-;21,56;21,56;21,56;-;-;-;-;-;-;-;-;-;-;-;-;21,56;-;-;43,12;21,56;-;21,56;43,12;48,51;43,12;21,56;21,56;43,12;43,12;21,56;-;-;86,24;43,12;43,12;-;64,68;-;21,56;21,56;21,56;43,12;68,99;-;-;43,12;-;21,56;21,56;43,12;21,56;-;-;-;-;-;43,12;-;-;-;64,68;-;43,12;-;-;21,56;21,56;-;-;-;-;-;-;21,56;43,12;21,56;-;21,56;21,56;-;1746,36
"0201010534 BIOPSIA ESTEREOTAXICA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1744,53;-;-;1802,58;-;-;-;1806,45;1798,71;1790,97;1818,06;3547,11;-;-;-;1891,59;1810,32;3625,53;3541,21;7025,68;1772,65;-;1772,65;3494,37;1791,74;-;-;1744,53;3497,58;8544,41;1699,33;3433,19;1732,21;1729,98;3533,85;-;3454,97;-;1738,28;1670,03;-;1792,50;-;1738,28;-;3390,93;-;5173,98;3416,35;2679,43;-;1726,29;-;-;3387,81;-;3376,18;1720,52;-;3309,29;1720,52;3427,72;-;1648,85;-;1722,50;3371,44;1814,42;1644,01;-;1661,28;1693,11;-;2811,30;5066,27;4947,85;1688,14;-;3385,57;-;-;4272,47;-;-;-;-;-;-;3304,24;-;-;-;-;1714,27;1712,99;-;1709,33;-;-;-;1648,24;-;3426,73;3423,48;1704,15;6857,34;-;-;1693,39;3372,26;1727,75;2859,99;-;-;181553,68
"0201010542 BIOPSIA PERCUTÂNEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONÂNCIA MAGNÉ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;111,55;97,00;-;-;213,40;116,40;97,00;291,00;-;-;315,25;582,00;873,00;1261,00;2328,00;1746,00;2328,00;1843,00;1843,00;1358,00;1164,00;1164,00;2522,00;1843,00;1261,00;2619,00;1164,00;582,00;776,00;1261,00;1784,80;970,00;1358,00;1261,00;873,00;1164,00;485,00;970,00;1067,00;2134,00;1552,00;1455,00;1843,00;1746,00;1843,00;1552,00;989,40;970,00;601,40;1377,40;1571,40;1881,80;2813,00;1280,40;2226,15;2856,65;2303,75;2328,00;2449,25;1552,00;1067,00;2328,00;2201,90;1746,00;1115,50;1358,00;873,00;2279,50;1891,50;2182,50;2109,75;3031,25;1571,40;2900,30;2279,50;3196,15;3424,10;3957,60;2808,15;2973,05;3913,95;2182,50;3002,15;2255,25;2735,40;2968,20;3181,60;2313,45;3385,30;1396,80;1964,25;4428,05;3288,30;2609,30;3875,15;2919,70;3826,65;3094,30;2706,30;3647,20;4922,75;6120,70;4243,75;5150,70;3414,40;3904,25;10466,30;7687,25;8458,40;8453,55;5664,80;6566,90;8633,00;6474,75;4704,50;5335,00;3201,00;5213,75;5145,85;5388,35;4122,50;5189,50;5257,40;6033,40;5941,25;6979,15;8754,25;9772,75;10490,55;6843,35;8375,95;9302,30;10752,45;13725,50;9399,30;11688,50;7376,85;9549,65;11470,25;13327,80;14942,85;12362,65;12687,60;13293,85;12915,55;13352,05;10820,35;5436,85;571320,30
